series,step,tokens_billions,train_loss,lr,step_ms,mfu_percent,status,source_file,notes
"DiLoCo (8xA100, NVLink)",5190,2.5509888,3.8271,0.0018,314.5,78.6,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5200,2.555904,3.9058,0.0018,313.7,78.9,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5210,2.5608192,3.8728,0.0018,313.2,79.0,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5220,2.5657344,3.952,0.0018,314.4,78.7,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5230,2.5706496,3.8608,0.0018,313.3,79.0,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5240,2.5755648,3.8718,0.0018,313.1,79.0,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5250,2.58048,4.0011,0.0018,312.8,79.1,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5260,2.5853952,3.8131,0.0018,314.2,78.7,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5270,2.5903104,4.0058,0.0018,312.9,79.1,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5280,2.5952256,3.95,0.0018,313.1,79.0,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5290,2.6001408,3.8672,0.0018,312.6,79.1,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5300,2.605056,4.2199,0.0018,313.1,79.0,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5310,2.6099712,4.1084,0.0018,314.8,78.6,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5320,2.6148864,3.9734,0.0018,314.9,78.5,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5330,2.6198016,4.0498,0.0018,315.7,78.3,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5340,2.6247168,4.0455,0.0018,313.9,78.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5350,2.629632,3.8612,0.0018,313.8,78.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5360,2.6345472,3.8893,0.0018,312.9,79.0,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5370,2.6394624,4.1964,0.0018,313.6,78.9,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5380,2.6443776,3.7864,0.0018,313.2,79.0,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5390,2.6492928,3.854,0.0018,314.1,78.7,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5400,2.654208,3.875,0.0018,314.3,78.7,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5410,2.6591232,4.0408,0.0018,314.2,78.7,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5420,2.6640384,3.7765,0.0018,313.4,78.9,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5430,2.6689536,3.991,0.0018,313.1,79.0,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5440,2.6738688,3.9205,0.0018,313.5,78.9,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5450,2.678784,3.798,0.0018,312.7,79.1,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5460,2.6836992,3.9895,0.0018,313.3,78.9,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5470,2.6886144,4.016,0.0018,314.8,78.6,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5480,2.6935296,3.8455,0.0018,314.3,78.7,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5490,2.6984448,3.8989,0.0018,314.4,78.7,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5500,2.70336,4.0715,0.0018,506.4,48.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5510,2.7082752,3.7774,0.0018,315.0,78.5,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5520,2.7131904,3.7825,0.0018,313.4,78.9,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5530,2.7181056,3.7994,0.0018,313.9,78.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5540,2.7230208,3.6121,0.0018,313.9,78.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5550,2.727936,3.9703,0.0018,314.1,78.7,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5560,2.7328512,3.8766,0.0018,313.6,78.9,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5570,2.7377664,3.9502,0.0018,313.6,78.9,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5580,2.7426816,3.9166,0.0018,313.8,78.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5590,2.7475968,3.8837,0.0018,313.8,78.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5600,2.752512,3.9079,0.0018,314.6,78.6,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5610,2.7574272,3.8974,0.0018,313.8,78.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5620,2.7623424,3.8625,0.0018,313.4,78.9,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5630,2.7672576,4.6084,0.0018,313.6,78.9,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5640,2.7721728,3.7931,0.0018,314.8,78.6,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5650,2.777088,4.0928,0.0018,313.7,78.9,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5660,2.7820032,3.6677,0.0018,312.7,79.1,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5670,2.7869184,3.9642,0.0018,313.0,79.0,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5680,2.7918336,3.9339,0.0018,312.9,79.0,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5690,2.7967488,3.8581,0.0018,314.0,78.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5700,2.801664,3.7496,0.0018,313.6,78.9,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5710,2.8065792,4.11,0.0018,314.2,78.7,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5720,2.8114944,3.8984,0.0018,313.8,78.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5730,2.8164096,3.8161,0.0018,313.3,78.9,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5740,2.8213248,3.8266,0.0018,313.3,79.0,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5750,2.82624,3.8992,0.0018,314.2,78.7,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5760,2.8311552,3.9407,0.0018,312.5,79.2,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5770,2.8360704,4.2296,0.0018,313.0,79.0,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5780,2.8409856,3.8921,0.0018,312.4,79.2,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5790,2.8459008,4.0686,0.0018,312.6,79.1,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5800,2.850816,3.9112,0.0018,313.2,79.0,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5810,2.8557312,3.8907,0.0018,313.7,78.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5820,2.8606464,3.9594,0.0018,312.7,79.1,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5830,2.8655616,3.8065,0.0018,313.7,78.9,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5840,2.8704768,3.8166,0.0018,314.4,78.7,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5850,2.875392,3.9604,0.0018,312.8,79.1,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5860,2.8803072,3.953,0.0018,312.6,79.1,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5870,2.8852224,3.807,0.0018,313.0,79.0,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5880,2.8901376,3.8992,0.0018,313.9,78.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5890,2.8950528,3.9631,0.0018,312.6,79.1,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5900,2.899968,3.9237,0.0018,313.4,78.9,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5910,2.9048832,3.8811,0.0018,313.7,78.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5920,2.9097984,4.0495,0.0018,312.8,79.1,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5930,2.9147136,4.0506,0.0018,312.8,79.1,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5940,2.9196288,4.1448,0.0018,313.2,79.0,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5950,2.924544,3.8819,0.0018,314.3,78.7,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5960,2.9294592,3.9837,0.0018,313.8,78.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5970,2.9343744,3.8259,0.0018,313.8,78.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5980,2.9392896,3.9024,0.0018,312.3,79.2,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",5990,2.9442048,4.0479,0.0018,313.9,78.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6000,2.94912,3.8456,0.0018,586.1,42.2,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6010,2.9540352,3.7401,0.0018,313.1,79.0,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6020,2.9589504,3.8548,0.0018,313.7,78.9,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6030,2.9638656,3.8802,0.0018,313.7,78.9,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6040,2.9687808,3.8993,0.0018,313.9,78.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6050,2.973696,3.8255,0.0018,314.2,78.7,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6060,2.9786112,3.826,0.0018,314.5,78.7,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6070,2.9835264,3.7883,0.0018,314.3,78.7,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6080,2.9884416,3.8001,0.0018,314.2,78.7,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6090,2.9933568,3.7951,0.0018,313.9,78.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6100,2.998272,3.9638,0.0018,314.5,78.6,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6110,3.0031872,4.0035,0.0018,313.8,78.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6120,3.0081024,4.0769,0.0018,314.0,78.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6130,3.0130176,3.8858,0.0018,313.6,78.9,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6140,3.0179328,3.8781,0.0018,313.3,78.9,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6150,3.022848,3.8679,0.0018,313.9,78.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6160,3.0277632,3.8145,0.0018,313.7,78.9,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6170,3.0326784,3.8229,0.0018,314.1,78.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6180,3.0375936,3.8695,0.0018,314.1,78.7,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6190,3.0425088,3.9283,0.0018,313.0,79.0,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6200,3.047424,3.9478,0.0018,313.9,78.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6210,3.0523392,3.8932,0.0018,314.9,78.5,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6220,3.0572544,3.9703,0.0018,313.3,79.0,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6230,3.0621696,3.7837,0.0018,313.9,78.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6240,3.0670848,3.8824,0.0018,314.4,78.7,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6250,3.072,3.879,0.0018,314.5,78.6,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6260,3.0769152,4.0415,0.0018,312.4,79.2,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6270,3.0818304,3.9599,0.0018,313.0,79.0,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6280,3.0867456,3.9432,0.0018,311.9,79.3,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6290,3.0916608,3.7843,0.0018,312.5,79.2,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6300,3.096576,3.833,0.0018,312.9,79.0,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6310,3.1014912,3.9456,0.0018,313.1,79.0,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6320,3.1064064,3.8055,0.0018,313.4,78.9,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6330,3.1113216,3.9592,0.0018,313.2,79.0,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6340,3.1162368,3.9237,0.0018,312.1,79.2,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6350,3.121152,3.7609,0.0018,313.8,78.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6360,3.1260672,3.8066,0.0018,312.7,79.1,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6370,3.1309824,3.9557,0.0018,312.7,79.1,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6380,3.1358976,3.9539,0.0018,312.4,79.2,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6390,3.1408128,4.0497,0.0018,314.1,78.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6400,3.145728,3.9325,0.0018,312.6,79.1,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6410,3.1506432,3.9957,0.0018,314.0,78.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6420,3.1555584,3.956,0.0018,314.1,78.7,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6430,3.1604736,4.0824,0.0018,313.0,79.0,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6440,3.1653888,3.921,0.0018,313.0,79.0,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6450,3.170304,3.8837,0.0018,313.0,79.0,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6460,3.1752192,4.0211,0.0018,313.0,79.0,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6470,3.1801344,3.8845,0.0018,312.7,79.1,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6480,3.1850496,4.0933,0.0018,312.9,79.0,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6490,3.1899648,3.9005,0.0018,314.1,78.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
"DiLoCo (8xA100, NVLink)",6500,3.19488,3.8987,0.0018,637.4,38.8,measured,out/prime-diloco/session_out/train.log,"K=8, H=500, outer_lr=0.7, outer_momentum=0.5; rank-0 local loss."
